Operation,Energy,Time,Power
replace,5.0659302,2542417,1.9925646343617118
replace,5.0722923,1920417,2.641245260794921
replace,5.0731267,1910833,2.6549293946671426
replace,5.1035112,1930333,2.6438501543516066
replace,5.104674800000001,2712000,1.882254719764012
replace,5.105309350000001,2173542,2.348843201557642
replace,5.113436699999999,2758625,1.8536179074720194
replace,5.116147950000001,2292208,2.231973690869241
replace,5.116424200000001,1869708,2.7364830230174984
replace,5.128290100000001,1897000,2.7033685292567213
replace,5.13245405,1831292,2.8026410042745775
replace,5.1405334,2244959,2.2898117070289477
replace,5.148582350000001,1828375,2.8159334655089907
replace,5.169227750000001,1867542,2.7679311897670846
replace,5.186732549999999,2070333,2.505264877679098
replace,5.196714450000001,2102875,2.471242679664745
replace,5.198719400000001,2591250,2.0062592957067054
replace,5.20319885,1930417,2.6953755846534713
replace,5.218742250000002,2411791,2.1638451466151096
replace,5.2195241,2184292,2.389572502211243
replace,5.231810100000001,2082667,2.5120723092073773
replace,5.232993950000001,1951000,2.682211148129165
replace,5.2341883000000005,1940167,2.697802972630707
replace,5.2468316,1774458,2.9568643495647686
replace,5.247125100000001,2114417,2.481594264518305
replace,5.24981715,2146167,2.446136367766348
replace,5.2520376,1912375,2.746342950519642
replace,5.25492485,2150958,2.443062509821205
replace,5.2571860500000005,1878584,2.7984833523547525
replace,5.260340500000001,1890291,2.782820475789178
replace,5.2606175,2396916,2.194744204636291
replace,5.261760150000001,2418292,2.1758167127873724
replace,5.26650015,1823500,2.888127310117905
replace,5.27165025,2070916,2.545564498994648
replace,5.2728239,2142833,2.460678876982014
replace,5.28076945,2103625,2.510318830590053
replace,5.2830598,1858167,2.843156616170667
replace,5.288948850000001,1967167,2.68861202429687
replace,5.2946877500000005,2082000,2.543077689721422
replace,5.30510545,2013792,2.634385999149863
replace,5.3125896500000005,1809000,2.9367549198452187
replace,5.31793695,1869333,2.8448312579941617
replace,5.3197969,2010625,2.645842412185266
replace,5.32216995,1968250,2.704011152038613
replace,5.3305510499999995,2047958,2.6028615088786
replace,5.3327526,2076792,2.5677836779032277
replace,5.336046350000001,1893583,2.8179627457576464
replace,5.337631900000001,2396959,2.226834877025431
replace,5.34802315,2784541,1.9206121044725146
replace,5.374714700000002,2356125,2.2811670433444755
replace,5.3810675,1945333,2.766142094952381
replace,5.38132315,1861916,2.890207264989398
replace,5.38733495,1979667,2.7213339162596535
replace,5.3933188,2172375,2.482683146326026
replace,5.3965947000000005,1948792,2.769199945402075
replace,5.416073900000001,1900000,2.850565210526316
replace,5.4252807,2062041,2.6310246498493486
replace,5.42879155,1924875,2.8203345931554
replace,5.432033350000001,1821667,2.9819024827259875
replace,5.456466900000001,1905792,2.8630967597723154
replace,5.462272550000001,1924583,2.838158993402727
replace,5.4631804,2074209,2.633862065008878
replace,5.466523800000001,1803250,3.0314841536115353
replace,5.484748800000001,2183250,2.5121945723119206
replace,5.489350000000001,2986333,1.8381573655717567
replace,5.5121099000000005,2025916,2.7207988386487894
replace,5.520343750000001,2123750,2.5993378457916427
replace,5.5329605,1946209,2.8429426130492668
replace,5.536957300000001,1881167,2.94336297628015
replace,5.53701605,1884042,2.938902662467185
replace,5.539237350000001,1945500,2.8472050115651513
replace,5.542360800000001,2093208,2.6477831156769898
replace,5.5477201,1941042,2.858114404531175
replace,5.560314300000001,1966833,2.8270393571797916
replace,5.566348100000001,2255958,2.4673988168219445
replace,5.566407250000001,2094917,2.6571015701338054
replace,5.5685588500000005,2739166,2.0329395334200266
replace,5.571077650000001,2326417,2.3947029487834732
replace,5.57442065,2160834,2.579754229154114
replace,5.57895475,2378416,2.345659779449852
replace,5.57942925,2194917,2.5419773276164883
replace,5.593554600000001,1848584,3.0258590358890918
replace,5.596132000000001,2759708,2.027798593184497
replace,5.596662950000001,2215750,2.525854879837527
replace,5.615712,2672041,2.101656374284676
replace,5.61667615,1830958,3.0676160512693356
replace,5.617866800000002,1986209,2.8284368865512146
replace,5.6278915000000005,2172709,2.5902647340255878
replace,5.639197800000001,2088791,2.699742482613148
replace,5.6431702,2310667,2.4422256430718923
replace,5.64935845,1892167,2.9856553094943523
replace,5.6556173,2355375,2.401153659183782
replace,5.66245965,2467125,2.295165283477732
replace,5.666949750000001,2312542,2.4505283579714447
replace,5.677044000000001,2452125,2.31515277565377
replace,5.6848556,2041292,2.78493013248472
replace,5.6960897500000005,2335917,2.4384812260024655
replace,5.6997966,1958250,2.9106582918422057
replace,5.7018203000000005,1869292,3.0502566212234368
replace,5.7160850000000005,2009958,2.843882807501451
replace,5.71810055,2393958,2.388555083255429
replace,5.71913285,1950750,2.9317610406254007
replace,5.7215798,2387750,2.3962223013297037
replace,5.7218254,1919084,2.9815398387980934
replace,5.722793650000001,1866250,3.066466791694575
replace,5.731012649999999,2209166,2.594197380368881
replace,5.73335435,1963167,2.920461860860538
replace,5.73650685,2771125,2.0701003563534663
replace,5.7387575,1881000,3.0509077618288143
replace,5.740731149999999,2286791,2.5103873287939296
replace,5.7447633,2277542,2.5223522991014
replace,5.7468717,1860833,3.0883328595311887
replace,5.75104095,2023000,2.842827953534355
replace,5.752632,2113833,2.7214221747886422
replace,5.757311800000001,1864041,3.088618651628371
replace,5.774837550000001,1853375,3.1158494907938223
replace,5.780111650000001,2069375,2.7931678163696776
replace,5.7809460999999995,2056167,2.8115158447733086
replace,5.7916104,3118958,1.8569055434539354
replace,5.795901300000001,1855833,3.123072657938511
replace,5.801502050000001,2287125,2.536591594250424
replace,5.812348250000002,2008833,2.89339544402148
replace,5.84257345,2229375,2.6207226016260163
replace,5.84374535,2334750,2.5029426491058997
replace,5.855513300000002,2127541,2.7522446335934307
replace,5.860218500000001,2265625,2.5865792000000005
replace,5.860786600000001,2093459,2.7995707582522518
replace,5.864434,1813875,3.2330970987526704
replace,5.867614350000001,1992625,2.9446656295088145
replace,5.871431900000001,1825250,3.2167823037940013
replace,5.8753635,1904875,3.0843827022770522
replace,5.87867975,2303125,2.5524796743554954
replace,5.883170850000001,1961084,2.9999586198245463
replace,5.8864734,2343125,2.5122319125100026
replace,5.887722200000001,1992458,2.9550044216741336
replace,5.8902572000000015,3131375,1.881044972256597
replace,5.89028075,1973875,2.984120448356659
replace,5.8976508500000016,2427333,2.429683463290781
replace,5.902002500000001,1989083,2.967197698638016
replace,5.907736249999999,1812500,3.2594406896551718
replace,5.914567650000001,1958083,3.0205908789361846
replace,5.916764850000001,1901084,3.1123111077679897
replace,5.920999500000001,2144500,2.7610163208207044
replace,5.92151355,2386417,2.481340666782042
replace,5.9337177500000005,2362833,2.5112725909956395
replace,5.9351299,2218167,2.675691190068196
replace,5.935391650000001,1887583,3.144440085548556
replace,5.9560922000000005,2108167,2.825246861372937
replace,5.95792685,2064125,2.8864176588142674
replace,5.965217500000001,1921875,3.103853008130082
replace,5.96556395,1855417,3.215214666029254
replace,5.969233450000001,1828958,3.2637345690825055
replace,5.9736818000000005,2121666,2.8155618273564267
replace,5.9816727,2319709,2.578630638584409
replace,5.982955100000002,1747875,3.4229879711077746
replace,5.9973975500000005,2238958,2.6786556737553813
replace,6.008738500000001,1862916,3.2254478999589895
replace,6.03801555,2557750,2.360674635910468
replace,6.049280200000001,2599541,2.327057045840016
replace,6.04943875,2429375,2.4901214304090558
replace,6.0556554500000015,1951292,3.103408126513101
replace,6.061079800000001,2427541,2.496798117930861
replace,6.06144585,1870458,3.2406212007968107
replace,6.063597800000001,2317584,2.6163443482523183
replace,6.071270650000001,1936084,3.135850846347576
replace,6.086045300000001,1906792,3.191771991911022
replace,6.093027050000001,2216917,2.748423621633106
replace,6.102326475000001,2296833,2.656843782286305
replace,6.105322849999999,2356583,2.590752309594018
replace,6.110719200000001,2238625,2.7296752247473344
replace,6.1127275999999995,1852291,3.300090320581377
replace,6.115252250000001,1860875,3.2862240881305844
replace,6.1217576,1882417,3.252073052888919
replace,6.123143800000001,2505125,2.4442468140312363
replace,6.126696100000001,3166292,1.9349750749457097
replace,6.127124900000001,3240292,1.8909175160757121
replace,6.129002550000001,2191000,2.7973539707895942
replace,6.13154335,2086917,2.9380868285609827
replace,6.134915450000001,1838042,3.3377449753596498
replace,6.135536500000001,2352250,2.608369220958657
replace,6.139259,3296083,1.8625923558356996
replace,6.1407621,3299542,1.8610952974685577
replace,6.141646650000001,2042417,3.0070483402752726
replace,6.1440455,2422625,2.5361108301945205
replace,6.146705500000001,1825417,3.3672884058820536
replace,6.1556968,1894833,3.2486751075160716
replace,6.1611741,2051708,3.002948811429307
replace,6.162720550000001,2156291,2.8580189547700203
replace,6.1638018500000005,2182750,2.8238698201809647
replace,6.166304800000001,3160875,1.9508220983113855
replace,6.178986200000001,2559167,2.414452124460811
replace,6.179089150000001,2095000,2.9494458949880675
replace,6.2010615,2430791,2.5510467580306164
replace,6.2037129,1915209,3.239183243186514
replace,6.209416500000001,1829917,3.3932776732496617
replace,6.21157515,2063000,3.0109428744546776
replace,6.211728300000001,2266042,2.7412238166812446
replace,6.2144957000000005,2042917,3.0419717002697615
replace,6.2193685499999996,2106084,2.9530486675745125
replace,6.219406900000001,3083667,2.016886680695419
replace,6.2208191,2127500,2.924004277320799
replace,6.225084,1905750,3.2664746162927982
replace,6.239972,2202209,2.8335058116645606
replace,6.2405718,2088875,2.987527640476333
replace,6.255440099999999,2572333,2.4318158263335263
replace,6.258533250000001,2332916,2.682708357266186
replace,6.259171599999999,2264250,2.7643465165065693
replace,6.2801534000000006,2117250,2.9661841539733147
replace,6.2880242,2374125,2.6485649239193387
replace,6.308575349999999,2239791,2.816591079256948
replace,6.3146844,2474458,2.551946486867023
replace,6.327748200000001,3029916,2.088423639467233
replace,6.3491953,2543375,2.4963661670025066
replace,6.351315500000001,1938750,3.2759847840103165
replace,6.354456300000001,2201083,2.886968051636399
replace,6.36078255,2546667,2.497689156061629
replace,6.3623895500000005,1914292,3.3236254186926555
replace,6.38127745,2210250,2.8871292613957698
replace,6.3839752999999995,2125625,3.0033403351955306
replace,6.385105900000001,2032834,3.140987360502629
replace,6.388575,2496041,2.5594831975917063
replace,6.39162515,2567167,2.4897582237540448
replace,6.3987718000000005,1894875,3.376883330034963
replace,6.423207650000001,2019792,3.1801332265896693
replace,6.4246795,2343959,2.7409521668254437
replace,6.4258341,2326333,2.7622159424295663
replace,6.431001000000001,2310625,2.7832300784419806
replace,6.4352687500000005,2768542,2.3244251848084665
replace,6.4361931000000006,2058042,3.1273380718177766
replace,6.45270035,1963166,3.286884731092531
replace,6.4564207,2355417,2.7410945492878755
replace,6.468292349999999,1983625,3.2608443380175176
replace,6.4705023000000015,2430916,2.6617547870843756
replace,6.473779499999999,2766625,2.3399555414991187
replace,6.47812065,1855875,3.490601818549202
replace,6.48105695,2535959,2.555663143607606
replace,6.4862456,3438166,1.8865423019132876
replace,6.489345849999999,2346000,2.7661320758738275
replace,6.505340149999999,2033667,3.1988226931941166
replace,6.507385200000001,2436250,2.671066269881991
replace,6.509968300000001,2594833,2.50881975834283
replace,6.516971300000001,2167750,3.0063297428208977
replace,6.5284622500000005,2808666,2.3243996438166734
replace,6.530839049999999,2060541,3.169477845866692
replace,6.533431750000002,2038042,3.2057395038963876
replace,6.543368899999999,2688667,2.433685130958947
replace,6.544272750000001,2133958,3.0667298747210587
replace,6.54514885,1854542,3.5292535030212315
replace,6.5666004000000004,2778875,2.363042742116864
replace,6.568146899999999,3565125,1.8423328494793305
replace,6.574511050000002,2376917,2.765982594259708
replace,6.5849191000000005,2752166,2.3926315127793893
replace,6.587725500000001,2441291,2.698459749370313
replace,6.5923354000000005,2084750,3.162170715913179
replace,6.592484099999999,2899708,2.2734992971706114
replace,6.5969954500000005,1989000,3.3167397938662644
replace,6.6164938,2157500,3.0667410428736965
replace,6.6177094,2530875,2.6147910900380302
replace,6.619834349999998,2076542,3.187912572921712
replace,6.6218024,2160625,3.0647624645646516
replace,6.62429325,2039708,3.247667435730997
replace,6.626612949999999,2209750,2.9988066297092426
replace,6.637686750000002,2489500,2.666273046796546
replace,6.6410022,2029667,3.271966386604305
replace,6.641091899999999,2509917,2.645940841868476
replace,6.6467152500000015,2050750,3.2411143484091194
replace,6.6524237500000005,2669417,2.4920886283409454
replace,6.666783849999999,2417292,2.757955534540303
replace,6.66726245,2208084,3.019478629436199
replace,6.6750236,3583542,1.862688814586239
replace,6.677219500000001,2268625,2.943289217036752
replace,6.68215575,2665292,2.5071008167210196
replace,6.695295450000001,2227500,3.0057443097643097
replace,6.71439705,2714083,2.4739099909619564
replace,6.7154664,2195042,3.0593794560650776
replace,6.716019200000002,2207041,3.0429970263352617
replace,6.716833600000001,2062167,3.2571724792414978
replace,6.718553600000002,2055375,3.268772657057715
replace,6.72664335,2199583,3.058144816540226
replace,6.730054450000001,2534916,2.6549418008328485
replace,6.737675450000001,2193208,3.072064049556632
replace,6.7387400500000005,2582542,2.6093438364216346
replace,6.74092395,3133417,2.1513012631258466
replace,6.7423752,3096875,2.177154454086781
replace,6.745021800000001,2693209,2.5044553913194263
replace,6.7717373499999995,2735291,2.475691745412097
replace,6.772115750000001,2485041,2.7251525226344357
replace,6.7732619000000005,2455750,2.7581235467779703
replace,6.777005750000001,2212375,3.0632265099723153
replace,6.7784807,2088917,3.2449736873221866
replace,6.78752235,2122167,3.198392185911853
replace,6.7990394,2886625,2.3553594249339627
replace,6.7993088,1792458,3.7932876530440325
replace,6.801808600000001,2752542,2.4711007497796587
replace,6.803307550000001,2638417,2.5785565928357808
replace,6.8121011,2148333,3.1708776525799305
replace,6.812906000000002,2672375,2.5493824781327477
replace,6.820370850000001,2661250,2.562844847346172
replace,6.827034950000002,2512667,2.717047245018939
replace,6.827847149999998,2220959,3.074278791278902
replace,6.833834100000002,2655375,2.573585312808926
replace,6.834320299999999,2191000,3.1192698767685982
replace,6.84585295,2464333,2.777973979165965
replace,6.85247545,2367875,2.893934624927414
replace,6.85435,2553334,2.684470578467212
replace,6.8557134500000005,2805750,2.4434512875345273
replace,6.85585245,2271916,3.0176522591504265
replace,6.862750950000001,2385708,2.876609773702398
replace,6.86817145,2098083,3.273546113285318
replace,6.882180700000001,2097416,3.281266424972443
replace,6.8836206,2662916,2.5849935183836066
replace,6.88473205,2667083,2.581371502124231
replace,6.888398050000001,2906000,2.370405385409498
replace,6.8939104,2211708,3.1170074892345645
replace,6.9010515,2541916,2.7149014758945613
replace,6.919225200000001,2142667,3.229258302853407
replace,6.9209057000000005,2954334,2.342628050856809
replace,6.931648250000001,2052875,3.3765564147841447
replace,6.936547000000001,1823958,3.803019038815587
replace,6.940441450000001,2823750,2.457880991589199
replace,6.9557007,3072375,2.263949127303796
replace,6.959293650000001,2008541,3.4648501822965034
replace,6.959485,2412208,2.885109824691735
replace,6.9754651,2864416,2.4352137049925706
replace,6.9781126,2582083,2.7025128936598866
replace,6.993446950000001,2340584,2.9879068429075826
replace,7.00490425,2077625,3.3715922026352203
replace,7.012971350000001,1856125,3.7782861337463807
replace,7.015608649999999,2796833,2.50841171067418
replace,7.0223716,2200583,3.1911414384279073
replace,7.0284884,3326500,2.1128779197354577
replace,7.029620550000001,2220792,3.1653664773648322
replace,7.03720045,2969542,2.3697932038004517
replace,7.063297349999998,2285959,3.089861782297932
replace,7.0654946,2539458,2.782284487477249
replace,7.066466700000001,2641417,2.6752560084227524
replace,7.06786395,2993250,2.361267501879228
replace,7.07139785,2616750,2.7023589758287954
replace,7.092549850000001,2300667,3.082823307327832
replace,7.098939399999999,2520583,2.8163878753447116
replace,7.101530500000002,2300833,3.086504105252316
replace,7.103861600000002,2224458,3.193524714784456
replace,7.1095846499999995,3761250,1.890218584247258
replace,7.114399950000001,2718250,2.61727212360894
replace,7.1156803,3421792,2.079518655721914
replace,7.1379525500000005,2250125,3.172247119604467
replace,7.1401164,2713042,2.6317751070569493
replace,7.14318085,1945250,3.6721145611103974
replace,7.15129095,1881333,3.801182964419377
replace,7.151781799999999,2277750,3.139844934694325
replace,7.154459950000001,3144250,2.2754106543690864
replace,7.1562110500000005,2318166,3.0870140662920607
replace,7.158857899999998,2267167,3.157622662997476
replace,7.1590594,2143791,3.3394390591247003
replace,7.1726236499999985,3136000,2.287188663903061
replace,7.17305895,2234708,3.209841710863343
replace,7.176635450000001,2324042,3.0879973124409976
replace,7.178301600000001,1860125,3.8590425912237087
replace,7.179760850000001,4962000,1.4469489822652157
replace,7.179771250000001,1869458,3.840563013450958
replace,7.1834269,1876959,3.827162394064015
replace,7.1874309,2297208,3.1287680088176604
replace,7.19002085,3362166,2.1385085834548323
replace,7.190976600000001,2507291,2.8680263280169713
replace,7.203354450000001,3030000,2.3773447029702974
replace,7.219344800000001,2467916,2.925279790722213
replace,7.2209796,2309416,3.1267556819559577
replace,7.223267399999999,2527625,2.8577290539538103
replace,7.24122045,2448333,2.95761256740811
replace,7.243137650000001,3135500,2.3100423058523365
replace,7.2440523,2924708,2.476846338164357
replace,7.252133650000002,2879417,2.5186118057926317
replace,7.2553209999999995,2027708,3.57808964604371
replace,7.260563000000001,2887167,2.514770707756081
replace,7.2821524,2655250,2.7425486865643536
replace,7.290000000000001,2941458,2.478362771115549
replace,7.2901906,1894958,3.8471515463667267
replace,7.290567350000001,2355166,3.095564113102856
replace,7.304338350000001,2492708,2.9302823876683513
replace,7.3154602,2273958,3.2170603854600657
replace,7.3229559,2662541,2.7503636188137572
replace,7.324283650000002,2565833,2.8545441772710856
replace,7.34320805,2354333,3.1190184438649933
replace,7.351841049999999,3111166,2.3630500751165315
replace,7.362150500000002,2948667,2.496772439885549
replace,7.3759857,2355667,3.1311665443375487
replace,7.3866377000000005,1735584,4.2559955035308
replace,7.42028135,2098833,3.535431999592154
replace,7.437944399999999,2420750,3.072578498399256
replace,7.438252599999998,1989208,3.7393035821291685
replace,7.439700400000001,3356000,2.216835637663886
replace,7.444350250000001,2529458,2.9430614186912774
replace,7.448523750000001,2341667,3.180863782083448
replace,7.453896499999999,2965291,2.5137150114440705
replace,7.4592254,1950584,3.8240985263900455
replace,7.47113955,1930667,3.869719402672755
replace,7.482516950000001,2068500,3.6173637660140203
replace,7.4857987999999995,2732042,2.7400013616188916
replace,7.4869388500000005,1786958,4.189767666615556
replace,7.492138400000001,2925291,2.5611600350187387
replace,7.503963149999999,2987375,2.5118919285325743
replace,7.506141100000001,2205875,3.40279530798436
replace,7.512788250000002,2779583,2.7028472436333084
replace,7.515183299999999,2559958,2.9356666398433093
replace,7.51651565,3225833,2.3301006747714466
replace,7.517536500000002,2339917,3.2127363919318515
replace,7.5195326499999995,2342583,3.2099322201177074
replace,7.531700149999999,3511667,2.144764907948276
replace,7.546753,2411833,3.129052882185458
replace,7.55108915,2846084,2.653150486774108
replace,7.561118849999999,2647167,2.856305948963552
