Time, Energy
0.7863612568495577,0.8772512500000001
1.8042742964652974,1.75879215
1.8152444403358268,1.8458004499999998
1.901723470099614,1.8754949
2.8476911638512825,1.8882556000000001
1.2018213520796779,1.9123477500000001
2.5820011894961974,1.9666251000000001
1.3202577609359667,2.04793895
1.2068112493720882,2.0612843
3.178037236642677,2.0674467
1.2207840844141573,2.0825050500000004
3.328844435043703,2.09315075
2.2484895857871585,2.0999004
2.345088771245472,2.1041309
2.873814130147295,2.1405116
1.9102807991081634,2.15567165
1.306059075161922,2.1677315500000005
2.804145554300468,2.17216125
2.2692126914393045,2.1879953000000003
2.691608132069703,2.2010625499999996
2.213103787408419,2.2277656
3.094747572815534,2.231313
3.991680141062376,2.2637816
1.2419931200765346,2.3056559
1.4459931194823312,2.3155165
2.7718894204942854,2.31683665
1.4265575194882232,2.3182758
2.04454969688351,2.3290815000000005
0.7866800482053316,2.3754456999999998
2.593654414756544,2.39037675
2.926546214346933,2.3936719
3.257019904636078,2.3962155999999997
4.276884028393966,2.41002415
1.9365511593082108,2.4390048500000003
1.2999953135401412,2.4410662000000003
3.2385361350099275,2.44671405
1.2651479227240425,2.4475868000000007
2.264880199818347,2.4936331000000003
2.2477706058578972,2.49998845
1.2042467291967296,2.503628950000001
1.5584897066466927,2.5217657000000004
2.413631639157347,2.5381340000000003
2.0752809832059187,2.55769665
2.0222981027667988,2.5582071000000006
1.9993737803006701,2.5602801000000004
2.383118878851054,2.5719810499999998
1.0993246725701256,2.5915205
4.525774747192328,2.60609045
2.738647591623037,2.6154084500000003
2.832024572850144,2.63991985
2.196149559813568,2.650478
1.7167770073533843,2.6514917000000007
1.9211703688519013,2.6803535000000003
2.4001378447005974,2.7014559499999997
3.6901909911036674,2.7144454500000004
3.0126129310325727,2.7190097000000004
2.085802242453282,2.7206683
4.099640308354454,2.72232925
3.00301278589143,2.7244833500000003
1.2593622376009224,2.7296676499999997
3.6794435196931627,2.7321413500000005
2.303638662462821,2.7348038
2.4131776042958615,2.7628856500000003
1.266633123353568,2.76474345
2.038687718652182,2.7680282500000004
3.6644507742866055,2.7742970500000004
4.433082951381247,2.7797292000000002
3.823475143876391,2.7823734500000006
3.214523665574124,2.8019942
3.589394887219581,2.8115443
4.2502860988550015,2.8166986000000005
4.8348017553366995,2.8281608000000005
2.081480816027811,2.84408335
2.9419167096441465,2.85218825
1.392719796578763,2.8651157000000005
4.42586768713132,2.8781063500000004
2.3521537252223137,2.87864335
2.7155316364292807,2.888196
3.9040193164332506,2.8974303999999997
1.260990932878646,2.9049549
4.381394257834491,2.91855625
2.992367221510884,2.9212985000000002
2.6192437614950417,2.92940675
2.184859215991867,2.9355397000000005
3.374231779397845,2.9445773499999994
4.907720132560066,2.9618091
2.2517692663620954,2.9637043999999997
4.015495740365112,2.9694591000000004
4.5895067471819155,2.9990499
2.4697131500735643,3.0147986000000007
2.379559045703096,3.02095015
2.5675405778142237,3.0401811499999996
4.6740787227864695,3.0424373000000005
1.1759183198306047,3.0505285000000004
0.8396440089045794,3.0600129000000003
4.242709744601102,3.072074
4.7430831903020145,3.0784602000000003
2.574644272897977,3.0850675000000005
2.596769756301751,3.08940035
2.260223347715353,3.1095972000000005
4.958515624875737,3.1174634
4.872206508354221,3.1178029
2.261080680446399,3.12236475
2.0475114411050437,3.13047505
3.1491301142351134,3.1437513999999998
4.951416409654737,3.14827395
2.0301703265638866,3.15276925
4.126202773255487,3.16050215
2.5112046642930976,3.1605594999999997
1.7680496389720284,3.16510235
2.6852044772967263,3.1786108
3.575686898945846,3.17863905
4.1300303607572335,3.1913075000000006
1.5880871868200184,3.1930477999999995
4.2264215608465605,3.1951747
4.682424501737064,3.20102245
4.161193700276018,3.203599
2.5642835877481795,3.2127268000000004
2.4397647081086196,3.2232341499999997
4.5662565741370695,3.235001
2.8013397785160006,3.2406823000000005
4.173026743812279,3.2455715499999997
4.563156293603609,3.24744775
2.8272082971182324,3.25930185
2.745991823877677,3.2638392000000005
4.611085234429671,3.2946204000000003
2.5142154608712226,3.2970793
2.900021110379636,3.30384905
1.2521666979832617,3.3053544500000003
3.8430698028878285,3.3181718000000004
5.2259541649409496,3.3311068
4.754735091118156,3.3328696000000004
4.4996602933737995,3.3359356500000006
2.1075264291839315,3.3376179500000003
2.6002605562271772,3.3381937
4.957639852983056,3.34248045
2.750100430769231,3.3516849000000004
2.948169641840163,3.3648462500000003
4.283041913791371,3.3673661000000004
4.854949462676644,3.3733791000000006
4.255355954505582,3.3762675000000004
4.5936674600476035,3.3774940000000004
2.445977667179441,3.3788124000000006
5.296848326599189,3.3796117
3.253876061079716,3.3828109
