1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
,,,,,,,,,,,,,,,,,,,,,,,,1.115583
,,,,,,,,,,,,,,,,,,,,,,,,0.974792
,,,,,,,,,,,,,,,,,,,,,,,,1.016833
,,,,,,,,,,,,,,,,,,,,,,,,0.986208
,,,,,,,,,,,,,,,,,,,,,,,,0.663083
,,,,,,,,,,,,,,,,,,,,,,,,1.591208
,,,,,,,,,,,,,,,,,,,,,,,,0.761667
,,,,,,,,,,,,,,,,,,,,,,,,1.551166
,,,,,,,,,,,,,,,,,,,,,,,,1.708042
,,,,,,,,,,,,,,,,,,,,,,,,0.650542
,,,,,,,,,,,,,,,,,,,,,,,,1.705875
,,,,,,,,,,,,,,,,,,,,,,,,0.628792
,,,,,,,,,,,,,,,,,,,,,,,,0.933916
,,,,,,,,,,,,,,,,,,,,,,,,0.89725
,,,,,,,,,,,,,,,,,,,,,,,,0.744833
,,,,,,,,,,,,,,,,,,,,,,,,1.128458
,,,,,,,,,,,,,,,,,,,,,,,,1.65975
,,,,,,,,,,,,,,,,,,,,,,,,0.774625
,,,,,,,,,,,,,,,,,,,,,,,,0.964209
,,,,,,,,,,,,,,,,,,,,,,,,0.81775
,,,,,,,,,,,,,,,,,,,,,,,,1.006625
,,,,,,,,,,,,,,,,,,,,,,,,0.721
,,,,,,,,,,,,,,,,,,,,,,,,0.567125
,,,,,,,,,,,,,,,,,,,,,,,,1.856416
,,,,,,,,,,,,,,,,,,,,,,,,1.601333
,,,,,,,,,,,,,,,,,,,,,,,,0.835833
,,,,,,,,,,,,,,,,,,,,,,,,1.625084
,,,,,,,,,,,,,,,,,,,,,,,,1.139166
,,,,,,,,,,,,,,,,,,,,,,,,3.019583
,,,,,,,,,,,,,,,,,,,,,,,,0.921625
,,,,,,,,,,,,,,,,,,,,,,,,0.817917
,,,,,,,,,,,,,,,,,,,,,,,,0.735708
,,,,,,,,,,,,,,,,,,,,,,,,0.5635
,,,,,,,,,,,,,,,,,,,,,,,,1.259458
,,,,,,,,,,,,,,,,,,,,,,,,1.87775
,,,,,,,,,,,,,,,,,,,,,,,,0.7555
,,,,,,,,,,,,,,,,,,,,,,,,1.934625
,,,,,,,,,,,,,,,,,,,,,,,,1.101
,,,,,,,,,,,,,,,,,,,,,,,,1.112208
,,,,,,,,,,,,,,,,,,,,,,,,2.079
,,,,,,,,,,,,,,,,,,,,,,,,1.618083
,,,,,,,,,,,,,,,,,,,,,,,,1.051583
,,,,,,,,,,,,,,,,,,,,,,,,1.232458
,,,,,,,,,,,,,,,,,,,,,,,,1.265
,,,,,,,,,,,,,,,,,,,,,,,,1.280541
,,,,,,,,,,,,,,,,,,,,,,,,1.07925
,,,,,,,,,,,,,,,,,,,,,,,,2.357375
,,,,,,,,,,,,,,,,,,,,,,,,0.575833
,,,,,,,,,,,,,,,,,,,,,,,,0.955
,,,,,,,,,,,,,,,,,,,,,,,,0.932167
,,,,,,,,,,,,,,,,,,,,,,,,1.206875
,,,,,,,,,,,,,,,,,,,,,,,,1.544459
,,,,,,,,,,,,,,,,,,,,,,,,1.395167
,,,,,,,,,,,,,,,,,,,,,,,,1.125542
,,,,,,,,,,,,,,,,,,,,,,,,0.735584
,,,,,,,,,,,,,,,,,,,,,,,,0.902542
,,,,,,,,,,,,,,,,,,,,,,,,1.304375
,,,,,,,,,,,,,,,,,,,,,,,,0.664041
,,,,,,,,,,,,,,,,,,,,,,,,0.90725
,,,,,,,,,,,,,,,,,,,,,,,,2.1675
,,,,,,,,,,,,,,,,,,,,,,,,0.742542
,,,,,,,,,,,,,,,,,,,,,,,,1.187167
,,,,,,,,,,,,,,,,,,,,,,,,1.144916
,,,,,,,,,,,,,,,,,,,,,,,,2.18275
,,,,,,,,,,,,,,,,,,,,,,,,1.35775
,,,,,,,,,,,,,,,,,,,,,,,,0.757084
,,,,,,,,,,,,,,,,,,,,,,,,0.627042
,,,,,,,,,,,,,,,,,,,,,,,,0.727708
,,,,,,,,,,,,,,,,,,,,,,,,0.871667
,,,,,,,,,,,,,,,,,,,,,,,,0.783292
,,,,,,,,,,,,,,,,,,,,,,,,0.662708
,,,,,,,,,,,,,,,,,,,,,,,,0.584959
,,,,,,,,,,,,,,,,,,,,,,,,1.366375
,,,,,,,,,,,,,,,,,,,,,,,,0.9695
,,,,,,,,,,,,,,,,,,,,,,,,2.057209
,,,,,,,,,,,,,,,,,,,,,,,,0.650292
,,,,,,,,,,,,,,,,,,,,,,,,1.223833
,,,,,,,,,,,,,,,,,,,,,,,,1.063584
,,,,,,,,,,,,,,,,,,,,,,,,0.742166
,,,,,,,,,,,,,,,,,,,,,,,,2.303708
,,,,,,,,,,,,,,,,,,,,,,,,0.666125
,,,,,,,,,,,,,,,,,,,,,,,,0.97625
,,,,,,,,,,,,,,,,,,,,,,,,1.118417
,,,,,,,,,,,,,,,,,,,,,,,,1.343583
,,,,,,,,,,,,,,,,,,,,,,,,0.872666
,,,,,,,,,,,,,,,,,,,,,,,,0.6035
,,,,,,,,,,,,,,,,,,,,,,,,1.316167
,,,,,,,,,,,,,,,,,,,,,,,,0.7395
,,,,,,,,,,,,,,,,,,,,,,,,0.653458
,,,,,,,,,,,,,,,,,,,,,,,,1.220708
,,,,,,,,,,,,,,,,,,,,,,,,1.269542
,,,,,,,,,,,,,,,,,,,,,,,,1.184083
,,,,,,,,,,,,,,,,,,,,,,,,0.650917
,,,,,,,,,,,,,,,,,,,,,,,,2.594167
,,,,,,,,,,,,,,,,,,,,,,,,3.644417
,,,,,,,,,,,,,,,,,,,,,,,,0.724083
,,,,,,,,,,,,,,,,,,,,,,,,0.649042
,,,,,,,,,,,,,,,,,,,,,,,,1.19825
,,,,,,,,,,,,,,,,,,,,,,,,1.189709
,,,,,,,,,,,,,,,,,,,,,,,,1.375792
,,,,,,,,,,,,,,,,,,,,,,,,0.628709
,,,,,,,,,,,,,,,,,,,,,,,,0.639916
,,,,,,,,,,,,,,,,,,,,,,,,1.380917
,,,,,,,,,,,,,,,,,,,,,,,,1.528917
,,,,,,,,,,,,,,,,,,,,,,,,0.998292
,,,,,,,,,,,,,,,,,,,,,,,,0.635833
,,,,,,,,,,,,,,,,,,,,,,,,1.552958
